|index|name|gubun|price|menu1|menu2|menu3|menu4|address|phone|openingHour|detailInfo
526|526|청담반점 도산공원점|중식당|11250|짜장면|삼선짜장면|고추짜장면|해물쟁반짜장면|서울 강남구 압구정로42길 21|0507-1308-3329|11:00 - 22:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
527|527|청담순두부 본점|두부요리|12000|곱창 순두부정식|곱창 순두부정식 특|해물 순두부 정식|해물 순두부 정식 특|서울 강남구 도산대로53길 19|02-545-4840|08:00 - 23:00|단체석, 발렛파킹, 포장, 국민지원금
528|528|청담정스시 가로수길점|일식당|17750|연어&광어초밥|연어초밥|광어초밥|모듬초밥|서울 강남구 강남대로156길 36|02-545-3981|11:30 - 24:00|제로페이
529|529|청담플러스|육류|37375|한우꽃등심|한우차돌박이|한우채끝|한우갈비살|서울 강남구 논현로152길 27 1층|02-547-1092|11:00 - 24:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
530|530|최우영스시 압구정점|일식당|15625|모듬 초밥|모듬 사시미|광어 사시미|참치 사시미|서울 강남구 언주로151길 17|02-3443-0519|11:30 - 21:30|단체석, 주차, 발렛파킹, 포장, 국민지원금
531|531|춘식당|한식|35500|매운 등갈비찜|LA갈비|한우육전|초이스 부대찌개|서울 강남구 도산대로23길 17|02-511-4022|18:00 - 01:00|단체석, 발렛파킹, 예약, 남/녀 화장실 구분, 국민지원금
532|532|카멜커피 도산2호점|카페|5625|카멜커피|아메리카노|라떼|플래화이트|서울 강남구 언주로164길 14 -1|none|11:00 - 20:00|매장식사
533|533|카시나카페|카페|7000|아메리카노|팬케이크|누텔라 팬케이크|캐모마일티|서울 강남구 압구정로46길 42 2층|070-4242-4525|10:00 - 20:00|포장, 배달, 무선 인터넷
534|534|카페뮤제|카페|5200|아메리카노|카페라떼|바닐라라떼|카페모카|서울 강남구 압구정로4길 14-12 |02-547-0102|11:00 - 22:00|매장식사
535|535|카페뮬라 가로수길점|카페|7875|클레식 대왕 티라미수|녹차 대왕 티라미수|아메리카노|유자아메리카노|서울 강남구 압구정로4길 13-12|02-6104-4541|12:00 - 20:00|포장, 무선 인터넷, 남/녀 화장실 구분
536|536|카페바잇미 신사점|카페|4325|아메리카노|에스프레소|카페라떼|핫 에그케이크|서울 강남구 논현로175길 101-3 1층|070-7766-1824|12:00 - 21:00|단체석, 포장, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분
537|537|카페파이브바|카페|7400|아메리카노|하우스와인 700ml|얼그레이 티|카페라떼|서울 강남구 언주로172길 65|02-511-5578|08:00 - 02:00|발렛파킹, 포장, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분
538|538|커피라이터|카페|5875|아인슈페너|마스카포네 티라미수|딥모카|아메리카노|서울 강남구 논현로161길 15|070-4141-3222|10:00 - 22:00|주차, 포장, 무선 인터넷, 반려동물 동반, 국민지원금
539|539|커피빈 압구정로데오점|카페|6475|베이컨 파 크림치즈 베이글|스파클링 퍼플 상그리아|순 우유 허니케익|퍼리베리 요거트 아이스 블렌디드|서울 강남구 선릉로157길 12|02-3445-5093|07:30 - 22:00|포장
540|540|커피오카|카페|5500|초코렛 콜라다|녹차라떼|레모네이드|커피코카|서울 강남구 선릉로161길 31 혜성빌딩|02-515-3032|09:30 - 22:00|매장식사
541|541|컬렉션라운지|바(BAR)|11000|칵테일|뉴욕치즈피자|더블페퍼로니피자|트러플프라이|서울 강남구 압구정로10길 33 B1|070-4229-0050|18:00 - 02:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
542|542|코다차야|이자카야|16750|이태리수제비|김치볶음밥|모듬 사시미|나가사끼 짬뽕|서울 강남구 압구정로14길 6 b1 코다차야|02-518-8883|17:00 - 03:00|매장식사
543|543|코레아노스키친 압구정점|멕시코|52625|쓰리 와이즈 프라이즈|커플 스키즐|치킨 퀘사디아|토도스 부리또|서울 강남구 선릉로157길 25|02-547-4427|12:00 - 23:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷
544|544|키쏘커피 도산점|카페|5250|비체린/화이트비체린|마로끼노|에스프레소 콘파나|몬테바앙코|서울 강남구 언주로164길 35-6 1층|070-4165-3304|10:00 - 20:00|포장, 배달, 무선 인터넷, 반려동물 동반, 제로페이, 국민지원금
545|545|타코벨 압구정점|멕시코|7250|스페셜세트|수프림 타코 세트|수프림 타코|더플 치즈 데커 타코|서울 강남구 압구정로28길 22|02-543-0547|11:00 - 21:00|포장, 배달
546|546|탐앤탐스 더클래식압구정로데오점|카페|6300|카페 아메리카노|바닐라빈 라떼|오리엔탈 라떼|허니 그린라떼|서울 강남구 선릉로 823 한양타운빌딩|02-542-5517|07:00 - 24:00|주차, 발렛파킹, 포장, 무선 인터넷, 남/녀 화장실 구분
547|547|탐앤탐스 압구정본점|카페|6300|카페 아메리카노|바닐라빈 라떼|오리엔탈 라떼|허니 그린라떼|서울 강남구 논현로163길 10|02-542-4565|07:00 - 24:00|단체석, 무선 인터넷
548|548|탐앤탐스블랙 압구정점|카페|6300|카페 아메리카노|바닐라빈 라떼|오리엔탈 라떼|허니 그린라떼|서울 강남구 언주로172길 11|02-517-9890|07:00 - 24:00|단체석, 무선 인터넷
549|549|테일러커피 신사점|카페|5750|에스프레소|아메리카노|플랫화이트|크림모카|서울 강남구 강남대로160길 31|02-511-0355|10:00 - 22:00|단체석, 주차, 발렛파킹, 포장, 무선 인터넷, 남/녀 화장실 구분
550|550|투썸플레이스 강남도산점|카페|16125|생크림 바스크 치즈 케이크|딸기생크림1호|아메리카노R|아메리카노L|서울 강남구 도산대로37길 19|02-3445-7523|10:00 - 22:00|단체석, 주차, 발렛파킹, 포장, 무선 인터넷, 남/녀 화장실 구분
551|551|투썸플레이스 강남신사점|카페|16125|생크림 바스크 치즈 케이크|딸기생크림2호|아메리카노R|아메리카노L|서울 강남구 강남대로152길 22 1,2층 투썸플레이스강남신사점|0507-1343-0238|09:00 - 22:00|단체석, 주차, 발렛파킹, 포장, 무선 인터넷, 남/녀 화장실 구분
552|552|파지티브호텔 뷰티그로서리|양식|12375|치킨 프로틴볼|ICE 블루베리 볼|블랙빙수|지중해 마켓볼|서울 강남구 압구정로46길 77|02-546-7618|11:30 - 19:30|단체석, 주차, 포장, 배달, 무선 인터넷, 반려동물 동반, 제로페이, 국민지원금
553|553|파티오42 압구정점|이탈리아음식|24750|랍스타 로제 파스타|아보카도와 스테이크|아보카도 연어샐러드|스테이크 트러플 크림파스타|서울 강남구 논현로159길 10 1층 102호 파티오42 압구정점|02-518-2242|11:30 - 23:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
554|554|팻보이샌드위치|샌드위치|12250|NYC 이탈리안|클래식 햄 & 치즈|롱 아일랜드 와사비 새우|선데이 로스트 비프|서울 강남구 논현로163길 9-4|0507-1314-5150|09:00 - 16:00|주차, 포장, 배달, 무선 인터넷
555|555|포도식당 압구정본점|돼지고기구이|27375|참숯돼지왕갈비|모듬구이|생삼겹살|참숯소왕갈비|서울 강남구 논현로167길 13 1층|02-514-9252|12:00 - 21:00|주차, 예약, 국민지원금
556|556|포케올데이 신사점|샐러드|10050|현미밥 포케|메밀면 포케|단호박 크림 스프|야채만 포케|서울 강남구 도산대로17길 11 지상 1층|0507-1334-0708|10:30 - 20:30|단체석, 주차, 발렛파킹, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
557|557|폴바셋 압구정2호점|카페|5375|아이스 카페라떼|아이스 롱고|아이스 아메리카노|아이스 카라멜 마끼아토|서울 강남구 압구정로36길 8 1층|02-3446-8347|08:00 - 22:00|매장식사
558|558|플라워베이커리 가로수길점|베이커리|4400|아메리카노|버터프레첼|루스틱앙버터|에스프레소|서울 강남구 압구정로2길 45 1층 플라워베이커리|02-515-1345|09:00 - 22:00|발렛파킹, 포장, 무선 인터넷, 남/녀 화장실 구분
559|559|피쉬스토리 압구정본점|생선회|29500|광어 소|광어 중|광어 대|광어 특대|서울 강남구 압구정로50길 7 정동상가 1층 16호|02-3447-2067|17:00 - 02:00|단체석, 포장, 배달, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 지역화폐(카드형), 지역화폐(모바일형), 제로페이, 국민지원금
560|560|피자익스프레스|피자|23750|커플 하프앤하프 세트|뉴욕치즈피자 조각|뉴욕치즈피자|페페로니 피자|서울 강남구 압구정로10길 28 지하1층|070-7757-9200|12:00 - 22:30|단체석, 발렛파킹, 포장, 배달, 무선 인터넷, 국민지원금
561|561|피치|브런치|12875|Chestnut Latte|생크림케이크|흑임자케이크|피치 브런치|서울 강남구 언주로168길 32 1층|070-8861-6708|11:00 - 22:00|단체석, 발렛파킹, 포장, 예약, 무선 인터넷
562|562|하나우동|종합분식|8750|오징어김치볶음밥|참치김치볶음밥|햄치즈김치볶음밥|치즈베이컨김치볶음밥|서울 강남구 논현로171길 12|02-546-3051|11:30 - 21:00|주차
563|563|하모|한식|28750|진주비빔밥|헛제사밥|육전|갈비구이|서울 강남구 언주로 819 2층 하모|02-515-4266|11:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 예약, 남/녀 화장실 구분
564|564|한잔의추억|맥주|19250|후라이드치킨|한추떡볶이|양념치킨|고추튀김|서울 강남구 논현로175길 68|02-541-0969|14:00 - 24:00|국민지원금
565|565|할리스 세로수길점|카페|19150|내 마음 프룻프룻해 세트|시그니처 델리 세트|할리스 브런치 세트|든든한 하루 세트|서울 강남구 강남대로152길 41|02-511-1473|08:00 - 24:00|무선 인터넷, 남/녀 화장실 구분
566|566|함흥면옥 압구정점|냉면|25500|비빔냉면|사골만두국|홍어회|수육|서울 강남구 논현로 826 제이와이빌딩|02-515-2505|11:00 - 21:30|단체석
567|567|해남집|한식|15000|해남정식|생선구이정식|매생이|해남떡갈비|서울 강남구 강남대로160길 16|02-543-7244|11:30 - 22:00|주차, 예약
568|568|행복추풍령칼삼겹살 압구정점|돼지고기구이|9000|칼생삼겹살|김치찌개|꽃게새우된장찌개|물냉면|서울 강남구 도산대로51길 41 1층|0507-1307-0090|17:00 - 23:00|발렛파킹, 포장, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
569|569|헤이미|카페|4875|마카롱|아메리카노|라떼|바닐라라떼|서울 강남구 논현로172길 21 지상1층 101호(신사동,이화빌딩)|0507-1400-7243|11:00 - 20:00|매장식사
570|570|헬로우|와인|14250|베이컨쉬림프 크림파스타|애플시럽브리치즈구이|카프레제 샐러드|나초 치즈|서울 강남구 논현로151길 55 호경빌딩|02-541-4427|18:00 - 02:00|단체석, 국민지원금
571|571|호남식당|육류|11500|야채찜돼지갈비|돼지갈비|충무로 돼지물갈비|복음밥 1공기|서울 중구 퇴계로41길 9|02-2273-1348|12:00 - 22:30|예약, 국민지원금
572|572|회춘|한식|30250|제주회춘세트 2인|회춘 브런치 플래터|우대 갈비 리조또|소고기 라구 라자냐|서울 강남구 도산대로51길 22 1층, 2층, 3층|010-8572-9333|10:00 - 23:00|국민지원금
573|573|히바치참치|생선회|47250|히바치참치코스|일품참치코스|혼마구로 한사라|특초밥|서울 강남구 강남대로152길 67|0507-1311-4416|17:00 - 24:00|매장식사
574|574|카츠 바이 콘반|일식당|16500|로스카츠|히레카츠|믹스카츠|로스카츠(단품)|서울특별시 강남구 신사동 647-22|0507-1332-3903|11:30 - 20:30|단체석, 발렛파킹, 포장, 무선 인터넷, 제로페이, 국민지원금
575|575|새들러 하우스|와플|9280|와플세트|페스츄리 바게트|새들러슈페너|호지티 라떼|서울특별시 강남구 신사동 561-8|070-8265-5541|12:00 - 20:00|발렛파킹, 포장, 무선 인터넷, 반려동물 동반
576|576|미미면가 2호점|우동,소바|16000|성게알 온소바|성게알 냉소바|새우튀김 온소바|새우튀김 냉소바|서울시 강남구 신사동 512-21 지하1층|0507-1316-5466|11:30 - 21:00|무선 인터넷
577|577|대가방 압구정동점|중식당|20875|탕수육|라조기|게살볶음밥|유니짜장면|서울시 강남구 신사동 549-8|02-546-6331|11:30 - 21:30|매장내식사
578|578|겟썸커피|카페,디저트|4700|더티카푸치노|애플크럼블아포가토|딸기스콘|애플시나몬스콘|서울특별시 강남구 신사동 551-32|0507-1316-3619|10:00 - 21:00|포장, 반려동물 동반
579|579|김북순 큰남비집 본점|한식|11250|목살김치찌개|초란뚝배기탕|목살듬뿍김치찌개|해물 순두부찌개|서울시 강남구 신사동 522|02-543-9024|10:20 - 22:00|포장, 남/녀 화장실 구분, 지역화폐(지류형), 지역화폐(카드형), 지역화폐(모바일형), 제로페이, 국민지원금
580|580|쿠스 다이닝|카페,디저트|6625|YELLOW LEMON MILK TEA|AMERICANO|VANILLA LATTE|크로플|서울 강남구 신사동 648-9|02-548-4401|11:00 - 22:00|단체석, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
581|581|구스테이크 528|양식|19000|포터하우스|티본|본인립아이|본입스트립|서울시 강남구 신사동 528-3|02-511-0917|12:00 - 22:00|발렛파킹, 포장, 예약, 무선 인터넷
582|582|산동교자관|중식당|16250|찐만두, 물만두|군만두|오향장육|유산슬밥|서울특별시 강남구 신사동 615|02-514-2608|02-514-2608|단체석, 주차, 배달, 국민지원금
583|583|신사랑|덮밥|9250|고등어덮밥|연어장덮밥|닭튀김덮밥|매운돼지숙주덮밥|서울특별시 강남구 신사동 519-1|0507-1314-8505|11:00 - 21:00|포장, 남/녀 화장실 구분, 제로페이, 국민지원금
584|584|우마텐 텐동|일식당|5375|에피타이져|텐동|세트메뉴|탄산음료|서울특별시 강남구 신사동 661-10|0507-1318-5833|11:30 - 21:00|단체석, 주차, 포장, 배달, 무선 인터넷, 제로페이, 국민지원금
585|585|감성타코|양식|16950|까르니따스 치즈 타코|감성 그릴드 파히타|파인애플 베르데 살사 타코|숏립 타코|서울특별시 강남구 신사동 523-16|02-547-3366|11:30 - 22:00|단체석, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
586|586|네기 스키야키|일식당|62750|점심 식사메뉴|점심,저녁 스키야키 단품|저녁 스키야키 코스|none|서울특별시 강남구 신사동 603 안다즈호텔|02-543-1060|11:30 - 22:00|단체석, 주차, 예약, 무선 인터넷, 남/녀 화장실 구분
587|587|홍미닭발 신사점|닭발|17250|통닭발|무뼈닭발|국물닭발|오돌뼈|서울시 강남구 신사동 502-1 신시빌딩 1층|02-545-2119|12:00 - 03:30|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(카드형), 지역화폐(모바일형)
588|588|쉑쉑버거 청담점|햄버거|6725|쉑버거|프라이|쉐이크|스모크쉑|서울특별시 강남구 신사동 652-16 SGF청담타워 1층|02-510-5217|10:30 - 22:30|매장내식사
589|589|뉴 델리|인도 요리|15000|chicken Vindalo|Half & Half Chicken Tikka|Half & Half Chicken Tikka(full(10P))|Paneer Cheese Salad|서울 강남구 논현로176길 28|02-541-9300|11:00 - 22:00|단체석, 포장, 방문접수/출장, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
590|590|류니끄|퓨전|150000|Pork Jowl|Sous Vide Blackthorat Fish|Lunch course Menu|Dinner course Menu|서울 강남구 강남대로162길 40|02-546-9279|12:00 - 22:30|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
591|591|코리아노스 키친 본점|멕시코 요리|24000|쓰리와이즈프라이즈|커플스키즐|타코플래터|타코|서울 강남구 선릉로157길 25 B1|02-795-4427|12:00 - 22:00|단체석, 발렛파킹, 포장, 배달, 예약, 반려동물 동반, 남/녀 화장실 구분
592|592|스쿨푸드 가로수길점|아시아 요리|9000|모짜렐라스팸계란마리|오리지널스팸마리|스패니쉬오정어먹물마리|매니아고추멸치마리|서울 강남구 도산대로 139|02-3449-5471|10:30 - 20:30|주차, 포장, 남/녀 화장실 구분
593|593|권숙수|한국|130000|점심미식상|점심숙수상|점심숙수상|저녁숙수상|서울 강남구 언주로170길 27 4층|02-795-4427|12:00 - 22:00|발렛파킹, 예약
594|594|강남면옥|아시아 요리|35000|갈비찜|회냉명|갈비찜(대)|갈비찜(중)|서울 강남구 논현로152길 34|02-3446-5539|10:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
595|595|깐부치킨 신사역점|한국|18000|깐부통닭|국물떡볶이|호떡치킨|수비드닭가슴살샐러드|서울 강남구 강남대로152길 30 태웅빌딩 1층|0507-1428-9283|15:00 - 01:00|단체석, 주차, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
596|596|셰막|아시아 요리|17000|백련막걸리|숯불목살양념구이|새우목살볶음|녹두전|서울 강남구 신사동 536-1|02-3452-7077|17:00 - 24:00|단체석, 주차, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
597|597|포도식당 압구정점|아시아 요리|23000|참숯돼지왕갈비|모듬구이|생삼겹살|참숯소왕갈비|서울 강남구 신사동 570-4 일신빌딩 1층|02-514-9252|11:30 - 22:30|주차, 예약, 국민지원금
598|598|투뿔 등심 논현2호점|아시아 요리|50000|투뿔 숙성 등심|투뿔 숙성 안심|프라임 숙성 등심|투뿔 양념 슬라이스|서울 강남구 언주로148길 19|02-543-9024|11:30 - 22:30|단체석, 주차, 포장, 배달, 예약, 남/녀 화장실 구분, 제로페이
599|599|김북순 큰남비집|아시아 요리|13000|목살김치찌개|초란뚝배기탕|목살듬뿍김치찌개|해물 순두부찌개|서울 강남구 신사동 536-8 우림빌딩 1층|02-543-9024|10:20 - 22:00|포장, 남/녀 화장실 구분, 지역화폐(지류형), 지역화폐(카드형), 지역화폐(모바일형), 제로페이, 국민지원금
600|600|일일향 압구정 1호점|중국 요리|24000|짜장면|황비홍깐풍기|유린기|찹쌀탕수육|서울 강남구 신사동 601-3|0507-1347-6154|11:30 - 21:30|단체석, 주차, 발렛파킹, 포장, 예약, 남/녀 화장실 구분, 국민지원금
601|601|저스트 스테이크|스테이크하우스|16000|T-Bone Steak (100g)|L-Bone Steak (100g)|그릴에 구운 야채|볼로네제|서울 강남구 신사동 657-3|02-544-9357|11:30 - 22:00|단체석
602|602|엘본 더 테이블 가로수길 본점 |유럽 요리|90000|Three-Course|Four-Course|Lunch-Course|Five-Course|서울 강남구 신사동 530-5|02-547-4100|12:00 - 23:00|예약, 프라이빗 다이닝, 좌석, 주류 판매, 테이블 서비스
603|603|세광양대창 - 신사역가로수길점|바베큐|23000|모듬구이|곱창전골|꽃대창|대창구이|서울 강남구 도산대로1길 24 1층|02-543-2363|15:00 - 24:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
604|604|머그포래빗 강남점|아시아 요리|20000|해산물로제파스타|3가지퀘사디아|돼지목살스테이크|마키아토케이크|서울 강남구 논현로153길 53|02-548-7488|10:00 - 24:00|화장실, 포장
605|605|마사 타코스|멕시코 요리|9000|팅카브레이즈치킨|초리조|소고기스테이크아사다|바하새우|서울 강남구 압구정로10길 30-8|02-545-6915|12:00 - 23:00|매장 내 식사, 테이크아웃
606|606|까페 마당|카페|29000|클럽샌드위치|수제버거|크림소스와 구운 가리비 스파게티|마당 티라미수|서울 강남구 도산대로45길 7 지하 2층|02-546-3643|11:00 - 19:00|단체석
607|607|팔일삼|아시아 요리|35000|소고기 모듬 한판|돼지 모듬 한판|블랙페퍼 꽃살|수입산 삼겹살|서울 강남구 도산대로11길 5|02-3446-0813|11:00 - 23:30|매장 내 식사 · 배달이 안 됨
608|608|민스키친|아시아 요리|50000|차돌박이 구이와 채소무침|신사동 삼합|화이트소스 새우요리|낙지튀김 해물 떡볶이|서울 강남구 도산대로45길 10-4|02-544-1007|11:30 - 22:00|매장 내 식사
609|609|순남시래기 압구정점|아시아 요리|10000|도마수육정식|쑥떡떡갈비정식|시래기꼬막정식 |3대시래기국|서울 강남구 압구정로28길 22|02-542-8833|11:00 - 23:00|단체석, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
610|610|그랑씨엘 도산점|이탈리아 요리|22000|이탈리안 전통 토마토 스프|홈메이드 리코타치즈가 들어가 가지롤|이탈리안 치즈와 바질페스토를 뿌린 후 오블에 구운 부르스케타|서니사이드업 계란을 소스삼아 찍어먹는 아스파라거스|서울 강남구 신사동 650-22|02-548-0283|11:00 - 23:00|매장 내 식사 · 배달이 안 됨
611|611|르 브런쉭 신사점|카페|20000|에그 베네딕트|아보카도 에그슬럿|프렌치 토스트|만조리가토니|서울 강남구 신사동 524-35|0507-1399-1985|10:00 - 20:00|주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 제로페이, 국민지원금
612|612|아우어 베이커리 가로수길점|카페|5000|아메리카노|더티초코|에스프레소|플랫화이트|서울 강남구 도산대로45길 10-11 JYC2 빌딩|02-546-3800|10:00 - 21:30|단체석, 발렛파킹, 포장, 무선 인터넷, 남/녀 화장실 구분
613|613|연타발 압구정 본점|아시아 요리|60000|특양구이|한우대창구이|한우살치살|한우안심|서울 강남구 도산대로 231|02-545-4248|11:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
614|614|아비꼬 신사가로수길점|일본 요리|10000|기본카레라이스|버섯카레라이스|야채카레라이스|허브치킨카레라이스|서울 강남구 강남대로152길 46|0507-1330-8997|11:00 - 23:00|포장, 배달, 무선 인터넷
615|615|테이블스타|이탈리아 요리|27000|갈비스테이크 리조또|뽈로|가지 리가토니|비프샐러드|서울 강남구 논현로153길 62|02-544-3706|11:30 - 22:00|단체석
616|616|라미띠에|프랑스 요리|350000|Basic Course|Krug Grand Cuvee|Krug Grand Cuvee 169emeEdition(750)|Korean beef Striploin|서울 강남구 언주로153길 7 2층|02-546-9621|10:00 - 22:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
617|617|위키드스노우 신사3호점|카페|7000|녹차빙수|땅콩빙수|초콜링빙수|망고빙수|서울 강남구 압구정로14길 6|02-3443-6250|10:00 - 22:00|주차, 무선 인터넷
618|618|완산골명가 압구정점|아시아 요리|8000|콩나물국밥|순대국밥|비빔밥|해물콩나물국밥|서울 대한민국 서울시 강남구 압구정로20길 21|02-541-1342|07:00 - 22:00|주차, 무선 인터넷, 단체석
619|619|이타카|인터내셔널|60000|런치코스|디너코스|none|none|서울 언주로174길 30|02-542-7006|12:00 - 22:00|주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
620|620|보나세라|이탈리아 요리|50000|밀라노|나폴리|로마|none|서울 강남구 신사동 650-1|02-543-6668|11:30 - 22:30|매장 내 식사 · 배달이 안 됨
621|621|교촌치킨 압구정신사점|아시아 요리|26000|교촌발사믹치킨|치즈트러풀순살|시그니처순살세트|리얼후라이드순살|서울 언주로172길 29|02-547-9945|12:00 - 02:00|포장, 배달
622|622|스시기요세|일본 요리|190000|런치오마카세|디너오마카세|none|none|서울 강남구 압구정로46길 73|0507-1362-2585|12:00 - 22:00|단체석, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
623|623|한우리음식 논현점|아시아 요리|26000|한우 버섯국수전골|곱창전골|양념갈비|해물파전|서울 도산대로 304|02-548-6061|11:00 - 20:30|주차, 포장
624|624|두부공작소 신사점|해산물|12000|해물순두부|순두부제육정식|두부김치|콩국수|서울 강남대로160길 21|02-6339-3646|11:00 - 22:00|단체석, 포장, 예약, 무선 인터넷, 국민지원금
625|625|빌라 드 스파이시|아시아 요리|16000|레드 쉬림프 떡볶이|우삼겹 기름 떡볶이|궁중 떡볶이|아리비아따 떡볶이|서울 강남구 도산대로13길 14-3|02-518-1973|11:00 - 21:00|매장 내 식사 · 테이크아웃 · 배달 서비스
626|626|JS 가든 압구정점|중국 요리|80000|북경오리|목화솜탕수육|사천식닭날개|금사오룡|서울 강남구 논현동 92 SB Tower C동 1F|0504-1400-4677|11:30 - 22:00|단체석, 주차, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
627|627|카페포엠|카페|6500|아메리카노|카페라떼|아인슈페너|자몽에이드|서울 강남구 신사동 525-14|02-512-4440|09:00 - 22:00|단체석, 발렛파킹, 포장, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 국민지원금
628|628|솔트|점심식사|40000|24시간 삼겹살 통구이|동해안 돌문어와 고구마|흥신애 스페셜|고등어 파스타|서울 강남대로158길 9|02-540-5606|11:30 - 21:30|매장 내 식사
629|629|미앙|타이 요리|22000|뿌팟퐁커리|카파오무썁|똠양꿍|팟씨유 꿍|서울 강남구 논현로 854 안다즈호텔 지하1층|02-546-5566|11:30 - 21:30|단체석, 주차, 포장, 배달, 예약, 남/녀 화장실 구분
630|630|무라사키|일본 요리|135000|Today Course|none|none|none|서울 강남구 신사동 631-31|02-545-2276|16:30 - 22:00|매장 내 식사
631|631|우 텐더|아시아 요리|70000|한우1++특안심|우텐더카츠샌드|한우1++안심|한우1++채끝|서울 강남구 압구정로42길 25-10|0507-1419-8588|11:30 - 22:30|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷
632|632|몽크투바흐|저녁식사|25000|아이스티|피자|순살치킨|기네스|서울 도산대로27길 21|070-8637-5636|19:00 - 02:00|주차, 예약, 무선 인터넷
633|633|피오렌티나|이탈리아 요리|40000|디너코스 1인|런치 셋트 A|런치 셋트 B|해산물스프|서울 강남구 신사동 583-3  JB MISO빌딩 104호 #104, JB MISO Bldg.|02-544-8831|11:30 - 22:30|주차, 예약
634|634|아비꼬 압구정로데오점|일본 요리|8000|기본카레라이스|버섯카레라이스|야채카레라이스|허브치킨카레라이스|서울 압구정로50길 22|02-3446-2087|11:00 - 22:00|주차, 국민지원금
635|635|개화옥|아시아 요리|50000|불고기(한우 180g)|보쌈(한돈400g)|차돌박이와 채소무침|떡갈비(한우300g)|서울 강남구 신사동 661-18 정동상가 107호|0507-1408-1459|10:00 - 22:00|단체석, 주차, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
636|636|아라도|일본 요리|24000|모듬꼬치|가이바시라|닭날개|닭꼬치|서울 강남구  신사동 577 다보빌딩 105 #105, Dabo Bldg.|02-545-6875|18:00 - 03:00|매장 내 식사, 배달이 안됨
637|637|마히나 비건 테이블|이탈리아 요리|23000|유기농 통밀 크루통 시저 치킨 샐러드|샹트렐 레몬 파슬리 파스타|버섯 바질 파스타|아보카도 바질 퓌레 구운 버섯 샐러드|서울 강남구 논현로175길 75 2층|0507-1371-5331|17:30 - 23:00|단체석, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
638|638|시라카와|이자카야 / 오뎅 / 꼬치|16475|덴푸라 5종모듬|방어회와 흑임자 소스|소고기조림|기린생맥주|서울특별시 강남구 선릉로161길 7 1F|070-4115-4769|17:00 - 23:00|발렛, 예약, 무선 인터넷, 제로페이, 국민지원금
639|639|일리조|이탈리안|18250|알리오올리오|봉골레파스타|포르치니파스타|라구파스타|서울특별시 강남구 압구정로42길 23 1F|02-544-1980|11:30 - 22:00|유료주차 가능, 단체석, 예약, 무선 인터넷, 남/녀 화장실 구분
640|640|로바타탄요|정통 일식 / 일반 일식|24500|야채모듬5종|닭 토종닭구이|안심 스테이크|시사모|서울특별시 강남구 압구정로28길 49 109호|02-6339-9667|17:00 - 22:00|발렛, 예약, 무선 인터넷, 제로페이, 국민지원금
